"System Time Index";"BVP Data"
"1530209828118";"-1.0"
"1530209828118";"-2.0"
"1530209828139";"-3.0"
"1530209828139";"-4.0"
"1530209828139";"-5.0"
"1530209828160";"-6.0"
"1530209828160";"-7.0"
"1530209828181";"-8.0"
"1530209828181";"-9.0"
"1530209828181";"-10.0"
"1530209828181";"-11.0"
"1530209828181";"-12.0"
"1530209828202";"-13.0"
"1530209828202";"-14.0"
"1530209828202";"-15.0"
"1530209828202";"-16.0"
"1530209828223";"-17.0"
"1530209828223";"-18.0"
"1530209828223";"-19.0"
"1530209828223";"-20.0"
"1530209828244";"-21.0"
"1530209828244";"-22.0"
"1530209828245";"-23.0"
"1530209828245";"-24.0"
"1530209828266";"-23.0"
"1530209828286";"-22.0"
"1530209828307";"-21.0"
"1530209828308";"-20.0"
"1530209828349";"-19.0"
"1530209828372";"-20.0"
"1530209828378";"-21.0"
"1530209828399";"-22.0"
"1530209828399";"-23.0"
"1530209828399";"-24.0"
"1530209828399";"-25.0"
"1530209828400";"-26.0"
"1530209828420";"-27.0"
"1530209828420";"-28.0"
"1530209828420";"-27.0"
"1530209828441";"-26.0"
"1530209828442";"-25.0"
"1530209828442";"-23.0"
"1530209828462";"-21.0"
"1530209828463";"-19.0"
"1530209828463";"-16.0"
"1530209828463";"-13.0"
"1530209828463";"-10.0"
"1530209828463";"-7.0"
"1530209828463";"-3.0"
"1530209828463";"0.0"
"1530209828463";"3.0"
"1530209828484";"4.0"
"1530209828526";"5.0"
"1530209828546";"6.0"
"1530209828567";"7.0"
"1530209828609";"8.0"
"1530209828614";"9.0"
"1530209828656";"10.0"
"1530209828698";"11.0"
"1530209828719";"9.0"
"1530209828720";"7.0"
"1530209828720";"5.0"
"1530209828720";"2.0"
"1530209828720";"0.0"
"1530209828740";"-2.0"
"1530209828740";"-4.0"
"1530209828741";"-6.0"
"1530209828741";"-8.0"
"1530209828761";"-11.0"
"1530209828762";"-13.0"
"1530209828762";"-15.0"
"1530209828762";"-17.0"
"1530209828762";"-19.0"
"1530209828762";"-21.0"
"1530209828762";"-22.0"
"1530209828763";"-24.0"
"1530209828783";"-25.0"
"1530209828784";"-27.0"
"1530209828784";"-28.0"
"1530209828784";"-29.0"
"1530209828784";"-30.0"
"1530209828784";"-32.0"
"1530209828805";"-33.0"
"1530209828806";"-34.0"
"1530209828806";"-35.0"
"1530209828806";"-36.0"
"1530209828806";"-37.0"
"1530209828827";"-38.0"
"1530209828827";"-39.0"
"1530209828848";"-40.0"
"1530209828869";"-39.0"
"1530209828932";"-38.0"
"1530209828933";"-37.0"
"1530209828933";"-36.0"
"1530209828954";"-35.0"
"1530209828975";"-34.0"
"1530209828976";"-33.0"
"1530209828976";"-32.0"
"1530209828998";"-31.0"
"1530209828998";"-30.0"
"1530209828998";"-29.0"
"1530209828998";"-28.0"
"1530209829019";"-27.0"
"1530209829019";"-26.0"
"1530209829019";"-25.0"
"1530209829040";"-24.0"
"1530209829040";"-23.0"
"1530209829040";"-22.0"
"1530209829061";"-21.0"
"1530209829061";"-20.0"
"1530209829103";"-21.0"
"1530209829124";"-22.0"
"1530209829124";"-23.0"
"1530209829124";"-24.0"
"1530209829146";"-25.0"
"1530209829146";"-26.0"
"1530209829146";"-27.0"
"1530209829146";"-28.0"
"1530209829146";"-29.0"
"1530209829147";"-30.0"
"1530209829182";"-31.0"
"1530209829183";"-32.0"
"1530209829183";"-33.0"
"1530209829183";"-34.0"
"1530209829204";"-35.0"
"1530209829204";"-36.0"
"1530209829204";"-38.0"
"1530209829204";"-39.0"
"1530209829204";"-40.0"
"1530209829204";"-41.0"
"1530209829205";"-42.0"
"1530209829225";"-43.0"
"1530209829225";"-44.0"
"1530209829226";"-45.0"
"1530209829226";"-46.0"
"1530209829226";"-47.0"
"1530209829226";"-48.0"
"1530209829226";"-49.0"
"1530209829226";"-50.0"
"1530209829226";"-51.0"
"1530209829226";"-52.0"
"1530209829261";"-53.0"
"1530209829261";"-54.0"
"1530209829261";"-56.0"
"1530209829282";"-57.0"
"1530209829282";"-58.0"
"1530209829282";"-59.0"
"1530209829282";"-60.0"
"1530209829283";"-61.0"
"1530209829283";"-62.0"
"1530209829283";"-63.0"
"1530209829283";"-64.0"
"1530209829283";"-65.0"
"1530209829303";"-64.0"
"1530209829304";"-63.0"
"1530209829304";"-62.0"
"1530209829304";"-60.0"
"1530209829304";"-58.0"
"1530209829304";"-55.0"
"1530209829304";"-51.0"
"1530209829304";"-47.0"
"1530209829325";"-43.0"
"1530209829325";"-38.0"
"1530209829325";"-32.0"
"1530209829326";"-26.0"
"1530209829326";"-20.0"
"1530209829326";"-14.0"
"1530209829347";"-7.0"
"1530209829347";"-1.0"
"1530209829347";"5.0"
"1530209829348";"11.0"
"1530209829348";"17.0"
"1530209829348";"22.0"
"1530209829389";"23.0"
"1530209829410";"24.0"
"1530209829431";"25.0"
"1530209829452";"26.0"
"1530209829452";"27.0"
"1530209829494";"28.0"
"1530209829515";"29.0"
"1530209829536";"25.0"
"1530209829557";"22.0"
"1530209829557";"19.0"
"1530209829557";"16.0"
"1530209829557";"12.0"
"1530209829557";"9.0"
"1530209829557";"6.0"
"1530209829578";"3.0"
"1530209829578";"0.0"
"1530209829578";"-2.0"
"1530209829578";"-5.0"
"1530209829578";"-7.0"
"1530209829579";"-10.0"
"1530209829579";"-12.0"
"1530209829600";"-15.0"
"1530209829600";"-17.0"
"1530209829600";"-19.0"
"1530209829600";"-21.0"
"1530209829600";"-22.0"
"1530209829600";"-24.0"
"1530209829621";"-25.0"
"1530209829621";"-27.0"
"1530209829621";"-28.0"
"1530209829621";"-29.0"
"1530209829621";"-30.0"
"1530209829642";"-31.0"
"1530209829642";"-32.0"
"1530209829642";"-33.0"
"1530209829663";"-34.0"
"1530209829704";"-35.0"
"1530209829704";"-36.0"
"1530209829725";"-37.0"
"1530209829725";"-38.0"
"1530209829726";"-39.0"
"1530209829726";"-40.0"
"1530209829726";"-41.0"
"1530209829747";"-42.0"
"1530209829747";"-43.0"
"1530209829748";"-44.0"
"1530209829748";"-45.0"
"1530209829748";"-46.0"
"1530209829748";"-47.0"
"1530209829748";"-48.0"
"1530209829769";"-49.0"
"1530209829769";"-51.0"
"1530209829769";"-52.0"
"1530209829770";"-53.0"
"1530209829770";"-54.0"
"1530209829770";"-55.0"
"1530209829790";"-56.0"
"1530209829791";"-58.0"
"1530209829791";"-59.0"
"1530209829791";"-60.0"
"1530209829791";"-61.0"
"1530209829791";"-62.0"
"1530209829791";"-64.0"
"1530209829812";"-65.0"
"1530209829812";"-66.0"
"1530209829812";"-67.0"
